ProductId;ProductName;ProductSubcategory;ProductCategory;ProductDescription;Color;StandardCost;rn
FR-M94B-44;HL Mountain Frame - Black, 44;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Black;699,0928
FR-M94B-46;HL Mountain Frame - Black, 46;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Black;617,0281
FR-M94B-48;HL Mountain Frame - Black, 48;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Black;699,0928
FR-M94S-38;HL Mountain Frame - Silver, 38;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;623,8403
FR-M94S-42;HL Mountain Frame - Silver, 42;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;623,8403
FR-M94S-44;HL Mountain Frame - Silver, 44;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;706,811
FR-M94S-46;HL Mountain Frame - Silver, 46;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;623,8403
FR-M94S-52;HL Mountain Frame - Silver, 48;Mountain Frames;Components;Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.;Silver;706,811
FR-R38B-44;LL Road Frame - Black, 44;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-48;LL Road Frame - Black, 48;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-52;LL Road Frame - Black, 52;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-58;LL Road Frame - Black, 58;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-60;LL Road Frame - Black, 60;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38B-62;LL Road Frame - Black, 62;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Black;176,1997
FR-R38R-44;LL Road Frame - Red, 44;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-48;LL Road Frame - Red, 48;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-52;LL Road Frame - Red, 52;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-58;LL Road Frame - Red, 58;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-60;LL Road Frame - Red, 60;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R38R-62;LL Road Frame - Red, 62;Road Frames;Components;The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.;Red;181,4857
FR-R72R-44;ML Road Frame - Red, 44;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Red;352,1394
FR-R72R-48;ML Road Frame - Red, 48;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Red;352,1394
FR-R72R-52;ML Road Frame - Red, 52;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Red;352,1394
FR-R72R-58;ML Road Frame - Red, 58;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Red;352,1394
FR-R72R-60;ML Road Frame - Red, 60;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.;Red;352,1394
FR-R72Y-38;ML Road Frame-W - Yellow, 38;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Yellow;300,1188
FR-R72Y-40;ML Road Frame-W - Yellow, 40;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Yellow;300,1188
FR-R72Y-42;ML Road Frame-W - Yellow, 42;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Yellow;300,1188
FR-R72Y-44;ML Road Frame-W - Yellow, 44;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Yellow;300,1188
FR-R72Y-48;ML Road Frame-W - Yellow, 48;Road Frames;Components;Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.;Yellow;300,1188
FR-R92B-44;HL Road Frame - Black, 44;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Black;722,2568
FR-R92B-48;HL Road Frame - Black, 48;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Black;722,2568
FR-R92B-52;HL Road Frame - Black, 52;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Black;722,2568
FR-R92B-58;HL Road Frame - Black, 58;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Black;NULL
FR-R92B-62;HL Road Frame - Black, 62;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Black;722,2568
FR-R92R-44;HL Road Frame - Red, 44;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Red;747,9682
FR-R92R-48;HL Road Frame - Red, 48;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Red;747,9682
FR-R92R-52;HL Road Frame - Red, 52;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Red;747,9682
FR-R92R-56;HL Road Frame - Red, 56;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Red;747,9682
FR-R92R-58;HL Road Frame - Red, 58;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Red;NULL
FR-R92R-62;HL Road Frame - Red, 62;Road Frames;Components;"Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.";Red;747,9682
FR-T67U-44;LL Touring Frame - Blue, 44;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;199,8519
FR-T67U-50;LL Touring Frame - Blue, 50;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;199,8519
FR-T67U-54;LL Touring Frame - Blue, 54;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;199,8519
FR-T67U-58;LL Touring Frame - Blue, 58;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;199,8519
FR-T67U-62;LL Touring Frame - Blue, 62;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Blue;199,8519
FR-T67Y-44;LL Touring Frame - Yellow, 44;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;199,8519
FR-T67Y-50;LL Touring Frame - Yellow, 50;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;199,8519
FR-T67Y-54;LL Touring Frame - Yellow, 54;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;199,8519
FR-T67Y-58;LL Touring Frame - Yellow, 58;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;199,8519
FR-T67Y-62;LL Touring Frame - Yellow, 62;Touring Frames;Components;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;Yellow;199,8519
FR-T98U-46;HL Touring Frame - Blue, 46;Touring Frames;Components;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Blue;601,7437
FR-T98U-50;HL Touring Frame - Blue, 50;Touring Frames;Components;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Blue;601,7437
FR-T98U-54;HL Touring Frame - Blue, 54;Touring Frames;Components;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Blue;601,7437
FR-T98U-60;HL Touring Frame - Blue, 60;Touring Frames;Components;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Blue;601,7437
FR-T98Y-46;HL Touring Frame - Yellow, 46;Touring Frames;Components;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Yellow;601,7437
FR-T98Y-50;HL Touring Frame - Yellow, 50;Touring Frames;Components;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Yellow;601,7437
FR-T98Y-54;HL Touring Frame - Yellow, 54;Touring Frames;Components;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Yellow;601,7437
FR-T98Y-60;HL Touring Frame - Yellow, 60;Touring Frames;Components;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";Yellow;601,7437
FW-M423;LL Mountain Front Wheel;Wheels;Components;Replacement mountain wheel for entry-level rider.;Black;26,9708
FW-M762;ML Mountain Front Wheel;Wheels;Components;Replacement mountain wheel for the casual to serious rider.;Black;92,8071
FW-M928;HL Mountain Front Wheel;Wheels;Components;High-performance mountain replacement wheel.;Black;133,2955
FW-R623;LL Road Front Wheel;Wheels;Components;Replacement road front wheel for entry-level cyclist.;Black;37,9909
FW-R762;ML Road Front Wheel;Wheels;Components;Sturdy alloy features a quick-release hub.;Black;110,2829
FW-R820;HL Road Front Wheel;Wheels;Components;Strong wheel with double-walled rim.;Black;146,5466
FW-T905;Touring Front Wheel;Wheels;Components;Aerodynamic rims for smooth riding.;Black;96,7964
GL-F110-L;Full-Finger Gloves, L;Gloves;Clothing;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Black;15,6709
GL-F110-M;Full-Finger Gloves, M;Gloves;Clothing;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Black;15,6709
GL-F110-S;Full-Finger Gloves, S;Gloves;Clothing;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;Black;15,6709
GL-H102-L;Half-Finger Gloves, L;Gloves;Clothing;Full padding, improved finger flex, durable palm, adjustable closure.;Black;9,7136
GL-H102-M;Half-Finger Gloves, M;Gloves;Clothing;Full padding, improved finger flex, durable palm, adjustable closure.;Black;9,7136
GL-H102-S;Half-Finger Gloves, S;Gloves;Clothing;Full padding, improved finger flex, durable palm, adjustable closure.;Black;9,7136
HB-M243;LL Mountain Handlebars;Handlebars;Components;All-purpose bar for on or off-road.;NA;17,978
HB-M763;ML Mountain Handlebars;Handlebars;Components;Tough aluminum alloy bars for downhill.;NA;24,9932
HB-M918;HL Mountain Handlebars;Handlebars;Components;Flat bar strong enough for the pro circuit.;NA;48,5453
HB-R504;LL Road Handlebars;Handlebars;Components;Unique shape provides easier reach to the levers.;NA;17,978
HB-R720;ML Road Handlebars;Handlebars;Components;Anatomically shaped aluminum tube bar will suit all riders.;NA;24,9932
HB-R956;HL Road Handlebars;Handlebars;Components;"Designed for racers; high-end anatomically shaped bar from aluminum alloy.";NA;48,5453
HB-T721;LL Touring Handlebars;Handlebars;Components;Unique shape reduces fatigue for entry level riders.;NA;20,464
HB-T928;HL Touring Handlebars;Handlebars;Components;A light yet stiff aluminum bar for long distance riding.;NA;40,6571
HL-U509;Sport-100 Helmet, Black;Helmets;Accessories;Universal fit, well-vented, lightweight , snap-on visor.;Black;12,0278
HL-U509-B;Sport-100 Helmet, Blue;Helmets;Accessories;Universal fit, well-vented, lightweight , snap-on visor.;Blue;12,0278
HL-U509-R;Sport-100 Helmet, Red;Helmets;Accessories;Universal fit, well-vented, lightweight , snap-on visor.;Red;12,0278
HS-0296;LL Headset;Headsets;Components;Threadless headset provides quality at an economical price.;NA;15,1848
HS-2451;ML Headset;Headsets;Components;Sealed cartridge keeps dirt out.;NA;45,4168
HS-3479;HL Headset;Headsets;Components;"High-quality 1"" threadless headset with a grease port for quick lubrication.";NA;55,3801
HY-1023-70;Hydration Pack - 70 oz.;Hydration Packs;Accessories;Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.;Silver;20,5663
LJ-0192-L;Long-Sleeve Logo Jersey, L;Jerseys;Clothing;Unisex long-sleeve AWC logo microfiber cycling jersey;Multi;31,7244
LJ-0192-M;Long-Sleeve Logo Jersey, M;Jerseys;Clothing;Unisex long-sleeve AWC logo microfiber cycling jersey;Multi;31,7244
LJ-0192-S;Long-Sleeve Logo Jersey, S;Jerseys;Clothing;Unisex long-sleeve AWC logo microfiber cycling jersey;Multi;31,7244
LJ-0192-X;Long-Sleeve Logo Jersey, XL;Jerseys;Clothing;Unisex long-sleeve AWC logo microfiber cycling jersey;Multi;31,7244
LO-C100;Cable Lock;Locks;Accessories;Wraps to fit front and rear tires, carrier and 2 keys included.;NA;10,3125
LT-H902;Headlights - Dual-Beam;Lights;Accessories;Rechargeable dual-beam headlight.;NA;14,4334
LT-H903;Headlights - Weatherproof;Lights;Accessories;Rugged weatherproof headlight.;NA;18,5584
LT-T990;Taillights - Battery-Powered;Lights;Accessories;Affordable light for safe night riding - uses 3 AAA batteries;NA;5,7709
PA-T100;Touring-Panniers, Large;Panniers;Accessories;Durable, water-proof nylon construction with easy access. Large enough for weekend trips.;Grey;51,5625
PD-M282;LL Mountain Pedal;Pedals;Components;"Expanded platform so you can ride in any shoes; great for all-around riding.";Silver/Black;17,9776
PD-M340;ML Mountain Pedal;Pedals;Components;Lightweight, durable, clipless pedal with adjustable tension.;Silver/Black;27,568
PD-M562;HL Mountain Pedal;Pedals;Components;"Stainless steel; designed to shed mud easily.";Silver/Black;35,9596
PD-R347;LL Road Pedal;Pedals;Components;Clipless pedals - aluminum.;Silver/Black;17,9776
PD-R563;ML Road Pedal;Pedals;Components;Lightweight aluminum alloy construction.;Silver/Black;27,568
PD-R853;HL Road Pedal;Pedals;Components;Top-of-the-line clipless pedals with adjustable tension.;Silver/Black;35,9596
PD-T852;Touring Pedal;Pedals;Components;A stable pedal for all-day riding.;Silver/Black;35,9596
PK-7098;Patch Kit/8 Patches;Tires and Tubes;Accessories;Includes 8 different size patches, glue and sandpaper.;NA;0,8565
PU-0452;Minipump;Pumps;Accessories;Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.;NA;8,2459
PU-M044;Mountain Pump;Pumps;Accessories;Simple and light-weight. Emergency patches stored in handle.;NA;10,3084
RA-H123;Hitch Rack - 4-Bike;Bike Racks;Accessories;"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.";NA;44,88
RB-9231;Rear Brakes;Brakes;Components;NULL;Silver;47,286
RD-2308;Rear Derailleur;Derailleurs;Components;Wide-link design.;Silver;53,9282
RW-M423;LL Mountain Rear Wheel;Wheels;Components;Replacement mountain wheel for entry-level rider.;Black;38,9588
RW-M762;ML Mountain Rear Wheel;Wheels;Components;Replacement mountain wheel for the casual to serious rider.;Black;104,7951
RW-M928;HL Mountain Rear Wheel;Wheels;Components;High-performance mountain replacement wheel.;Black;145,2835
RW-R623;LL Road Rear Wheel;Wheels;Components;Replacement road rear wheel for entry-level cyclist.;Black;49,9789
RW-R762;ML Road Rear Wheel;Wheels;Components;"Aluminum alloy rim with stainless steel spokes; built for speed.";Black;122,2709
RW-R820;HL Road Rear Wheel;Wheels;Components;Strong rear wheel with double-walled rim.;Black;158,5346
RW-T905;Touring Rear Wheel;Wheels;Components;Excellent aerodynamic rims guarantee a smooth ride.;Black;108,7844
SB-M891-L;Men's Bib-Shorts, L;Bib-Shorts;Clothing;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;Multi;37,1209
SB-M891-M;Men's Bib-Shorts, M;Bib-Shorts;Clothing;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;Multi;37,1209
SB-M891-S;Men's Bib-Shorts, S;Bib-Shorts;Clothing;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;Multi;37,1209
SE-M236;LL Mountain Seat/Saddle;Saddles;Components;Synthetic leather. Features gel for increased comfort.;NA;12,0413
SE-M798;ML Mountain Seat/Saddle;Saddles;Components;Designed to absorb shock.;NA;17,3782
SE-M940;HL Mountain Seat/Saddle;Saddles;Components;Anatomic design for a full-day of riding in comfort. Durable leather.;NA;23,3722
SE-R581;LL Road Seat/Saddle;Saddles;Components;Lightweight foam-padded saddle.;NA;12,0413
SE-R908;ML Road Seat/Saddle;Saddles;Components;Rubber bumpers absorb bumps.;NA;17,3782
SE-R995;HL Road Seat/Saddle;Saddles;Components;Lightweight kevlar racing saddle. Leather.;NA;23,3722
SE-T312;LL Touring Seat/Saddle;Saddles;Components;Comfortable, ergonomically shaped gel saddle.;NA;12,0413
SE-T762;ML Touring Seat/Saddle;Saddles;Components;New design relieves pressure for long rides.;NA;17,3782
SE-T924;HL Touring Seat/Saddle;Saddles;Components;Cut-out shell for a more comfortable ride.;NA;23,3722
SH-M897-L;Men's Sports Shorts, L;Shorts;Clothing;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Black;24,7459
SH-M897-M;Men's Sports Shorts, M;Shorts;Clothing;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Black;24,7459
SH-M897-S;Men's Sports Shorts, S;Shorts;Clothing;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Black;24,7459
SH-M897-X;Men's Sports Shorts, XL;Shorts;Clothing;Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.;Black;24,7459
SH-W890-L;Women's Mountain Shorts, L;Shorts;Clothing;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Black;26,1763
SH-W890-M;Women's Mountain Shorts, M;Shorts;Clothing;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Black;26,1763
SH-W890-S;Women's Mountain Shorts, S;Shorts;Clothing;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;Black;26,1763
SJ-0194-L;Short-Sleeve Classic Jersey, L;Jerseys;Clothing;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Yellow;41,5723
SJ-0194-M;Short-Sleeve Classic Jersey, M;Jerseys;Clothing;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Yellow;41,5723
SJ-0194-S;Short-Sleeve Classic Jersey, S;Jerseys;Clothing;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Yellow;41,5723
SJ-0194-X;Short-Sleeve Classic Jersey, XL;Jerseys;Clothing;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;Yellow;41,5723
SO-B909-L;Mountain Bike Socks, L;Socks;Clothing;Combination of natural and synthetic fibers stays dry and provides just the right cushioning.;White;3,3963
SO-B909-M;Mountain Bike Socks, M;Socks;Clothing;Combination of natural and synthetic fibers stays dry and provides just the right cushioning.;White;3,3963
SO-R809-L;Racing Socks, L;Socks;Clothing;Thin, lightweight and durable with cuffs that stay up.;White;3,3623
SO-R809-M;Racing Socks, M;Socks;Clothing;Thin, lightweight and durable with cuffs that stay up.;White;3,3623
ST-1401;All-Purpose Bike Stand;Bike Stands;Accessories;Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.;NA;59,466
TG-W091-L;Women's Tights, L;Tights;Clothing;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Black;30,9334
TG-W091-M;Women's Tights, M;Tights;Clothing;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Black;30,9334
TG-W091-S;Women's Tights, S;Tights;Clothing;"Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.";Black;30,9334
TI-M267;LL Mountain Tire;Tires and Tubes;Accessories;Comparible traction, less expensive wire bead casing.;NA;9,3463
TI-M602;ML Mountain Tire;Tires and Tubes;Accessories;Great traction, high-density rubber.;NA;11,2163
TI-M823;HL Mountain Tire;Tires and Tubes;Accessories;Incredible traction, lightweight carbon reinforced.;NA;13,09
TI-R092;LL Road Tire;Tires and Tubes;Accessories;Same great treads as more expensive tire with a less expensive wire bead casing.;NA;8,0373
TI-R628;ML Road Tire;Tires and Tubes;Accessories;Higher density rubber.;NA;9,3463
TI-R982;HL Road Tire;Tires and Tubes;Accessories;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.;NA;12,1924
TI-T723;Touring Tire;Tires and Tubes;Accessories;High-density rubber.;NA;10,8423
TT-M928;Mountain Tire Tube;Tires and Tubes;Accessories;Self-sealing tube.;NA;1,8663
TT-R982;Road Tire Tube;Tires and Tubes;Accessories;Conventional all-purpose tube.;NA;1,4923
TT-T092;Touring Tire Tube;Tires and Tubes;Accessories;General purpose tube.;NA;1,8663
VE-C304-L;Classic Vest, L;Vests;Clothing;Light-weight, wind-resistant, packs to fit into a pocket.;Blue;23,749
VE-C304-M;Classic Vest, M;Vests;Clothing;Light-weight, wind-resistant, packs to fit into a pocket.;Blue;23,749
VE-C304-S;Classic Vest, S;Vests;Clothing;Light-weight, wind-resistant, packs to fit into a pocket.;Blue;23,749
WB-H098;Water Bottle - 30 oz.;Bottles and Cages;Accessories;"AWC logo water bottle - holds 30 oz; leak-proof.";NA;1,8663
